,title,company,description,location
38, Sr Data Analyst , Beacon Hill Technologies ,"Job Description: Performs data collection, analysis, validation and reporting. Designs, tests, and documents processes, SQL queries, and stored procedures.  Extracts and analyzes data from various sources, including databases, manual files, and external websites.  Responds to data inquiries from various groups within an organization.  Creates and publishes regularly scheduled and ad hoc reports.  Documents reporting requirements and processes and validates data components as required.  Requires "," Beacon Hill Technologies  St. Louis, MO, USA "
39, Business Data Analyst , Trinity Globaltech ,"Hi, Hope you are doing well & safe ! Greetings from TGT!! We have an immediate open requirement for the below req.   Role - Business Data Analyst                                   Location – SF/Concord, CA Hybrid schedule – 2-3 days a week in office and remainder from home from Day 1 Client - Wells Fargo Contract – 12 month Only taking  or  L2 Visa or TN Visa - they will not take OPTor CPT Non-local candidates are accepted but must be willing to relocate to a noted location by date of hire     J"," Trinity Globaltech  San Francisco, CA, USA "
40, Data Analyst , Vaco Technology ,"Job Title: Data Analyst  Location: New York/ Remote  Duration: Permanent Responsibilities Ability to analyze large datasets, articulate complex issues concisely Identify trends and opportunities for growth through analysis of complex data sets An analytical mind and inclination for problem-solving Create best-practice reports based on data mining, analysis, and visualization Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting"," Vaco Technology  New York, NY, USA "
41, Data Analyst ," cyberThink, Inc. ","Role:  Data Analyst with Data Science/Analytical  Location: McLean, VA   JD: Experienced business analyst in data science/analytical engagements.Able to make right inferences from data, ability to visualize and analyze data in tools available.Familiar with data science / machine learning lifecycle processes would be useful/good to have.Decent hands on experience in SQL.Good understanding of credit, mortgage background would be useful6 to 8 years of experience as  business analyst / data analyst."," cyberThink, Inc.  McLean, VA, USA "
42, Data Analyst , Randstad Technologies ,"job summary:  The primary purpose of this job is to lead multiple data management disciplines within the BI Reporting and Analytics team. This position will begin documenting the lineage for custom tables and reports created by the reporting team so that the transformation of the data from source to target is clear as well as data quality review, documentation and recommendations. Ideal candidate for this role will help Reporting Team to be able to use the Data Lake and other productionized data"," Randstad Technologies  Tampa, FL, USA "
43, Data Analyst , Beacon Hill Technologies ,"Performs data collection, analysis, validation, and reporting.  Designs, tests, and documents processes, SQL queries, data analysis, data distribution comparison, and basic statistics knowledge. Extracts and analyzes data from various sources, including databases, manual files, and external websites.  Responds to data inquiries from various groups within an organization.  Creates and publishes regularly scheduled and ad hoc reports.  Documents reporting requirements and processes and validates d"," Beacon Hill Technologies  Charlotte, NC, USA "
44, Data Analyst , Sira Consulting ,"Job Title: Data Analyst  Location: Natick, MA (Remote)   Job Description: Work with business or customer to understand use casesMust be able to analyze data using basic statistical methods Proficiency in sql and advanced sqlAbility to understand data modeling approaches.  Ability to develop high level, and detailed diagrams by analyzing code and dependencies. Should be able to create source - target mapping documentation. Should have demonstrated to bring technical expertise to ensure the qualit", Sira Consulting  Remote 
45, Data Analyst , Randstad Technologies ,"job summary:  The primary purpose of this job is to lead multiple data management disciplines within the BI Reporting and Analytics team. This position will begin documenting the lineage for custom tables and reports created by the reporting team so that the transformation of the data from source to target is clear as well as data quality review, documentation and recommendations. Ideal candidate for this role will help Reporting Team to be able to use the Data Lake and other productionized data"," Randstad Technologies  Tampa, FL, USA "
46, Data Analyst , Atyeti ,"Atyeti Inc is a Global Information Technology Solutions and Services provider, with offices in USA, UK, Switzerland, Poland, India, Singapore, Malaysia, Colombia and Hong Kong. We specialize in providing IT Solutions in Capital Markets and Financial Services.   Recognition:   500 & 5000 Honoree Company for 2012,2013,2014,2015 and 2016 Atyeti Ranks No. 270 on the 2012 Inc. 500 List 2012,2016 and 2017 NJ 50 Fastest Growing Companies.   Global Investment Bank is looking to hire a Data Analyst for i"," Atyeti  Dallas, TX, USA "
47, Data Analyst , Randstad Technologies ,"job summary:  Job Description: Aggregation of data and reporting information to various businesses across the client.Design and develop dashboards and reporting Excel and BI tools (e.g. Tableau, MicroStrategy)Perform advanced data extraction from various source databases, normalization of data and automation of processesIdentify and understand data and respond to questions about data or reported informationWrite substantial documentation such as extensive technical documentationPerform Data Qual"," Randstad Technologies  Charlotte, NC, USA "
48, Sr Data Analyst , Beacon Hill Technologies ,"Job Description: Performs data collection, analysis, validation and reporting. Designs, tests, and documents processes, SQL queries, and stored procedures.  Extracts and analyzes data from various sources, including databases, manual files, and external websites.  Responds to data inquiries from various groups within an organization.  Creates and publishes regularly scheduled and ad hoc reports.  Documents reporting requirements and processes and validates data components as required.  Requires "," Beacon Hill Technologies  St. Louis, MO, USA "
49, Business Data Analyst , Trinity Globaltech ,"Hi, Hope you are doing well & safe ! Greetings from TGT!! We have an immediate open requirement for the below req.   Role - Business Data Analyst                                   Location – SF/Concord, CA Hybrid schedule – 2-3 days a week in office and remainder from home from Day 1 Client - Wells Fargo Contract – 12 month Only taking  or  L2 Visa or TN Visa - they will not take OPTor CPT Non-local candidates are accepted but must be willing to relocate to a noted location by date of hire     J"," Trinity Globaltech  San Francisco, CA, USA "
50, Data Analyst , Vaco Technology ,"Job Title: Data Analyst  Location: New York/ Remote  Duration: Permanent Responsibilities Ability to analyze large datasets, articulate complex issues concisely Identify trends and opportunities for growth through analysis of complex data sets An analytical mind and inclination for problem-solving Create best-practice reports based on data mining, analysis, and visualization Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting"," Vaco Technology  New York, NY, USA "
51, Data Analyst ," cyberThink, Inc. ","Role:  Data Analyst with Data Science/Analytical  Location: McLean, VA   JD: Experienced business analyst in data science/analytical engagements.Able to make right inferences from data, ability to visualize and analyze data in tools available.Familiar with data science / machine learning lifecycle processes would be useful/good to have.Decent hands on experience in SQL.Good understanding of credit, mortgage background would be useful6 to 8 years of experience as  business analyst / data analyst."," cyberThink, Inc.  McLean, VA, USA "
52, Data Analyst , Randstad Technologies ,"job summary:  The primary purpose of this job is to lead multiple data management disciplines within the BI Reporting and Analytics team. This position will begin documenting the lineage for custom tables and reports created by the reporting team so that the transformation of the data from source to target is clear as well as data quality review, documentation and recommendations. Ideal candidate for this role will help Reporting Team to be able to use the Data Lake and other productionized data"," Randstad Technologies  Tampa, FL, USA "
53, Data Analyst , Beacon Hill Technologies ,"Performs data collection, analysis, validation, and reporting.  Designs, tests, and documents processes, SQL queries, data analysis, data distribution comparison, and basic statistics knowledge. Extracts and analyzes data from various sources, including databases, manual files, and external websites.  Responds to data inquiries from various groups within an organization.  Creates and publishes regularly scheduled and ad hoc reports.  Documents reporting requirements and processes and validates d"," Beacon Hill Technologies  Charlotte, NC, USA "
54, Data Analyst , Sira Consulting ,"Job Title: Data Analyst  Location: Natick, MA (Remote)   Job Description: Work with business or customer to understand use casesMust be able to analyze data using basic statistical methods Proficiency in sql and advanced sqlAbility to understand data modeling approaches.  Ability to develop high level, and detailed diagrams by analyzing code and dependencies. Should be able to create source - target mapping documentation. Should have demonstrated to bring technical expertise to ensure the qualit", Sira Consulting  Remote 
55, Data Analyst , Randstad Technologies ,"job summary:  The primary purpose of this job is to lead multiple data management disciplines within the BI Reporting and Analytics team. This position will begin documenting the lineage for custom tables and reports created by the reporting team so that the transformation of the data from source to target is clear as well as data quality review, documentation and recommendations. Ideal candidate for this role will help Reporting Team to be able to use the Data Lake and other productionized data"," Randstad Technologies  Tampa, FL, USA "
56, Data Analyst , Atyeti ,"Atyeti Inc is a Global Information Technology Solutions and Services provider, with offices in USA, UK, Switzerland, Poland, India, Singapore, Malaysia, Colombia and Hong Kong. We specialize in providing IT Solutions in Capital Markets and Financial Services.   Recognition:   500 & 5000 Honoree Company for 2012,2013,2014,2015 and 2016 Atyeti Ranks No. 270 on the 2012 Inc. 500 List 2012,2016 and 2017 NJ 50 Fastest Growing Companies.   Global Investment Bank is looking to hire a Data Analyst for i"," Atyeti  Dallas, TX, USA "
57, Data Analyst , Randstad Technologies ,"job summary:  Job Description: Aggregation of data and reporting information to various businesses across the client.Design and develop dashboards and reporting Excel and BI tools (e.g. Tableau, MicroStrategy)Perform advanced data extraction from various source databases, normalization of data and automation of processesIdentify and understand data and respond to questions about data or reported informationWrite substantial documentation such as extensive technical documentationPerform Data Qual"," Randstad Technologies  Charlotte, NC, USA "
58, Sr Data Analyst , Beacon Hill Technologies ,"Job Description: Performs data collection, analysis, validation and reporting. Designs, tests, and documents processes, SQL queries, and stored procedures.  Extracts and analyzes data from various sources, including databases, manual files, and external websites.  Responds to data inquiries from various groups within an organization.  Creates and publishes regularly scheduled and ad hoc reports.  Documents reporting requirements and processes and validates data components as required.  Requires "," Beacon Hill Technologies  St. Louis, MO, USA "
59, Business Data Analyst , Trinity Globaltech ,"Hi, Hope you are doing well & safe ! Greetings from TGT!! We have an immediate open requirement for the below req.   Role - Business Data Analyst                                   Location – SF/Concord, CA Hybrid schedule – 2-3 days a week in office and remainder from home from Day 1 Client - Wells Fargo Contract – 12 month Only taking  or  L2 Visa or TN Visa - they will not take OPTor CPT Non-local candidates are accepted but must be willing to relocate to a noted location by date of hire     J"," Trinity Globaltech  San Francisco, CA, USA "
60, Data Analyst , Vaco Technology ,"Job Title: Data Analyst  Location: New York/ Remote  Duration: Permanent Responsibilities Ability to analyze large datasets, articulate complex issues concisely Identify trends and opportunities for growth through analysis of complex data sets An analytical mind and inclination for problem-solving Create best-practice reports based on data mining, analysis, and visualization Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting"," Vaco Technology  New York, NY, USA "
61, Data Analyst ," cyberThink, Inc. ","Role:  Data Analyst with Data Science/Analytical  Location: McLean, VA   JD: Experienced business analyst in data science/analytical engagements.Able to make right inferences from data, ability to visualize and analyze data in tools available.Familiar with data science / machine learning lifecycle processes would be useful/good to have.Decent hands on experience in SQL.Good understanding of credit, mortgage background would be useful6 to 8 years of experience as  business analyst / data analyst."," cyberThink, Inc.  McLean, VA, USA "
62, Data Analyst , Randstad Technologies ,"job summary:  The primary purpose of this job is to lead multiple data management disciplines within the BI Reporting and Analytics team. This position will begin documenting the lineage for custom tables and reports created by the reporting team so that the transformation of the data from source to target is clear as well as data quality review, documentation and recommendations. Ideal candidate for this role will help Reporting Team to be able to use the Data Lake and other productionized data"," Randstad Technologies  Tampa, FL, USA "
63, Data Analyst , Beacon Hill Technologies ,"Performs data collection, analysis, validation, and reporting.  Designs, tests, and documents processes, SQL queries, data analysis, data distribution comparison, and basic statistics knowledge. Extracts and analyzes data from various sources, including databases, manual files, and external websites.  Responds to data inquiries from various groups within an organization.  Creates and publishes regularly scheduled and ad hoc reports.  Documents reporting requirements and processes and validates d"," Beacon Hill Technologies  Charlotte, NC, USA "
64, Data Analyst , Randstad Technologies ,"job summary:  The primary purpose of this job is to lead multiple data management disciplines within the BI Reporting and Analytics team. This position will begin documenting the lineage for custom tables and reports created by the reporting team so that the transformation of the data from source to target is clear as well as data quality review, documentation and recommendations. Ideal candidate for this role will help Reporting Team to be able to use the Data Lake and other productionized data"," Randstad Technologies  Tampa, FL, USA "
65, Data Analyst , Sira Consulting ,"Job Title: Data Analyst  Location: Natick, MA (Remote)   Job Description: Work with business or customer to understand use casesMust be able to analyze data using basic statistical methods Proficiency in sql and advanced sqlAbility to understand data modeling approaches.  Ability to develop high level, and detailed diagrams by analyzing code and dependencies. Should be able to create source - target mapping documentation. Should have demonstrated to bring technical expertise to ensure the qualit", Sira Consulting  Remote 
66, Data Analyst , Atyeti ,"Atyeti Inc is a Global Information Technology Solutions and Services provider, with offices in USA, UK, Switzerland, Poland, India, Singapore, Malaysia, Colombia and Hong Kong. We specialize in providing IT Solutions in Capital Markets and Financial Services.   Recognition:   500 & 5000 Honoree Company for 2012,2013,2014,2015 and 2016 Atyeti Ranks No. 270 on the 2012 Inc. 500 List 2012,2016 and 2017 NJ 50 Fastest Growing Companies.   Global Investment Bank is looking to hire a Data Analyst for i"," Atyeti  Dallas, TX, USA "
67, Data Analyst , Randstad Technologies ,"job summary:  Job Description: Aggregation of data and reporting information to various businesses across the client.Design and develop dashboards and reporting Excel and BI tools (e.g. Tableau, MicroStrategy)Perform advanced data extraction from various source databases, normalization of data and automation of processesIdentify and understand data and respond to questions about data or reported informationWrite substantial documentation such as extensive technical documentationPerform Data Qual"," Randstad Technologies  Charlotte, NC, USA "
68, Sr Data Analyst , Beacon Hill Technologies ,"Job Description: Performs data collection, analysis, validation and reporting. Designs, tests, and documents processes, SQL queries, and stored procedures.  Extracts and analyzes data from various sources, including databases, manual files, and external websites.  Responds to data inquiries from various groups within an organization.  Creates and publishes regularly scheduled and ad hoc reports.  Documents reporting requirements and processes and validates data components as required.  Requires "," Beacon Hill Technologies  St. Louis, MO, USA "
