title,company,description,location,is_remote,city,state,country,job_type,employment_type,experience_level,skills
 data analyst , randstad technologies ,"job summary:  randstad technologies is hiring and we're looking for someone like you to join our team! if you are seeking a new opportunity, looking to grow in your career, or you know someone who is - we want to hear from you! take a look at the below opportunity, or feel free to visit randstadusa.com to view and apply to any of our open roles    location: minneapolis, minnesota  job type: contract  salary: $50.31 - 55.31 per hour  work hours: 8am to 5pm  education: bachelors     responsibiliti","['minneapolis', ' mn', ' usa']",0,minneapolis,mn, usa,Data Analyst,contract,nan,
 sr data analyst , dunhill professional search ,"delivers insights on potential areas of optimization, improvement, and growth. partners with cross-functional teams to create coordinate data architecture strategies. responsible for knowledge sharing of data analytics best practices to the broader company. collaborates with business units and management to identify key performance indicators (kpis) for data capture and reporting across the business. deliver insights on potential areas of optimization, improvement, and growth identify kpis that ","['fairfax', ' va', ' usa']",0,fairfax,va, usa,Data Analyst,,nan,
 data analyst , randstad technologies ,"job summary:  are you a data analyst that loves to work entirely with data day in and day out? are you strong within sql suite and can translate, document, query reports within tsql, power bi, xml, and json? would working 100% remote to run reports and compile data points for development teams to improve? are you strong with data analytics, data mapping and conducting data mapping translations? then look no further this opportunity is for you.     location: novi, michigan  job type: contract  sa","['novi', ' mi', ' usa']",0,novi,mi, usa,Data Analyst,contract,nan,"sql,power bi"
 data analyst ," hexaware technologies, inc ","title: data analyst with strong sql and mortgage industry experience location: atlanta, ga (remote to start) job description: need to know about the data governance and registration process and good in sql. would be added advantage if they have worked in edi space. good written and verbal communication skills expertise in sql and data quality processes good understanding of enterprise datawarehouse/data lakes understanding of data governance and registration process work experience in financial ","['atlanta', ' ga', ' usa']",0,atlanta,ga, usa,Data Analyst,,nan,sql
 data analyst (managed care) , ledgent technology ,"ledgent technology is seeking a quality data analyst with experience in a managed care or hospital environement. job description in partnership with leadership and physician key stakeholders, the quality data analyst identifies and supports areas of analytical focus for the organization's quality of service, care delivery performance and evaluation of potential areas of opportunity and risk. incorporating clinical best practices and interpreted data, the analyst produces both long-term and short","['mountain view', ' ca', ' usa']",0,mountain view,ca, usa,Data Analyst,long term,leader,
 azure data analyst , photon infotech ,"title: azure data analyst  duration: long term   type: contract / fte  location: virginia   requirements:   5+ years working as a data analyst  2+ years working in azure sql bs degree in computer science, information science, mathematics, or related field preferred qualifications & experience:  azure enterprise data analyst associate certification  experience with data engineering and building data pipelines in azure  healthcare experience, including provider data and hl7  experience with master","['norfolk', ' va', ' usa']",0,norfolk,va, usa,Data Analyst,"contract,long term",associate,"sql,azure"
 senior data analyst ," digital intelligence systems, llc ","job requirements :  as one of our client's senior data analysts, you will work with their it partners (business, architects, application development from other towers, it operations) and develop deep technical knowledge of the financial credits and discounts. you will be expected to use your data analysis, sql, database understanding skills and to help validate discounts and credits. strong data analysis skills are required. knowledge of no sql db's and data science will be an added advantage. e","['dctur', ' ga', ' usa']",0,dctur,ga, usa,Data Analyst,,senior,"sql,data analysis"
 data analyst , spectraforce technologies inc. ,"job title: data analyst location: columbia, sc duration: 12 months  pay range: $35 - $40/hr on w2   job duties: creates and analyzes reports to support operations. ensures correctness of analysis, and reports findings in a concise manner to senior management. directly responsible for accuracy of data as financial and operational decisions are made based on the data provided. 30% generates internal and external reports to support management in determining productivity and efficiencies of programs","['columbia', ' sc', ' usa']",0,columbia,sc, usa,Data Analyst,12 months,intern,
 financial data analyst , qed national ,"a new york city government agency, located in long island city, ny is looking for a financial data analyst for a long term contract.  candidates should be local and willing to work on site. this position will be on site in long island city, ny.  to be considered for this position, the client has advised that upon placement, consultants will be required to abide by the order of the commissioner of health and mental hygiene which requires covid-19 vaccination for department of education employees,","['ronkonkoma', ' ny', ' usa']",0,ronkonkoma,ny, usa,Data Analyst,"contract,long term",nan,
 data analyst , mindseeker ,description: etl and programming experience in python or a similar scripting languagedata engineering experiencemost importantly is the programming experiencepython or a similar scripting language (either stand alone or within databricks)experience with azure databricks,['remote'],1,,,,Data Analyst,,nan,"python,azure,etl,eda"
 data analyst / data conversion analyst , zora ,"skill : data analyst job type : fully remote but must work pst + contract experience: 9+ yrs duties and responsibilities: data analysis – 70% analyze and understand data mapping templates and collaborate with technical teams, business teams, and key stakeholders to accurately identify source data and map to the templatesdefine and document requirements needed to select and prepare data from source systems to load into workdayidentify gaps in the data available and be part of recommending next st",['remote'],1,,,,Data Analyst,contract,nan,data analysis
 data analyst (mclean va) ," digital intelligence systems, llc ","role: data analyst  location: mclean va (onsite hybrid mode)  duration: 6-12 months | conversion possible  job description: strong reporting analyze, document, build and enhance financial reports using python code advanced excel custom or bi reporting tools validate and reconcile complex reports and data from output files apis or databases expertise with financial statements and general ledger/subledger data experience with designing and developing complex reports with bi tool such as tableau hi","['mclean', ' va', ' usa']",0,mclean,va, usa,Data Analyst,12 months,nan,"python,tableau,excel"
 data analyst , amko soft ,"title: data analyst location: remote skills:  good in sqlbasic salesforceexperience as business/data analystgood communication  regards   ali hassan recruitment lead amko software solutions, inc.  w: (9)(8)(0).(9)(3)(9).(0)(0)(7)(0) x 101 c: 203.703.9101 email: ali@amkosoftinc.com, .amkosoft.com linkedin: .linkedin.com/in/alihassan2021 office location: 8819 university east dr ste 105, charlotte nc 28213",['remote'],1,,,,Data Analyst,,nan,sql
" data analyst, tableau "," grid dynamics holdings, inc ","we are looking for a data analyst, who will work as part of a team to produce key insights (business, applications, platform) and automate visualizations and reporting for internal and external customers. you should have a strong problem-solving ability and a knack for statistical analysis. if you’re also able to align our data products with our business goals, we’d like to meet you.  your ultimate goal will be to help improve our products and business decisions by making the most out of our dat","['remote or san ramon', ' ca', ' usa']",1,san ramon,ca, usa,Data Analyst,,intern,
 data analyst , ntech solutions ,"terms of employment w2 contract, 12 months location: remote for the most part but will need to be onsite in oakbrook terrace, il on tuesdays local candidates onlyresponsibilities/overview looking for an individual to support a multi-year advanced communication program which is currently being deployed.this individual will responsible for the below responsibilities within the programprogram management- help develop powerpoints and power bi reporting tools as well execution of fiber deployment.pro","['oak brook', ' il', ' usa']",0,oak brook,il, usa,Data Analyst,"contract,12 months",nan,power bi
 full time role - data analyst , sibitalent corp ,title: data analyst with sql location: - 100% remote  duration: full time  min 10+ years experience required.   required skills and experience:  bachelor degree in computer science or it or equivalent  10+ years of experience as a data analyst. strong analytical and problem-solving skills. excellent verbal and written communication skills. commanding knowledge and hands on experience writing advanced sql queries. excellent proficiency in working with data. familiarity with data warehouse structu,['remote'],1,,,,Data Analyst,full time,nan,"sql,excel"
 sr. data analyst , beacon hill technologies ,"12 month contract fully remote  life and/or annuity project experience will be key.  - looking for candidates with dtcc experience  deep knowledge of end-to-end business and systems processes within the insurance and financial services industry, with a focus on life and annuities within the bank and broker-dealer distribution channels. expertise/experience in:  dtcc insurance & retirement services offerings including app/sub, msd, pov, com, far, stl, lna, ift - with detailed knowledge of process","['des moines', ' ia', ' usa']",0,des moines,ia, usa,Data Analyst,contract,nan,
 data analyst iv , tandym tech ,"formerly known as metro systems, inc.   data analyst iv job summary this job is responsible for validation of data. the primary contribution to the team involves daily validation or building of processes to daily validate data. the communication out of daily anomalies. this position contributes to our company’s success by helping to ensure that accurate data is ingested and available internally as well for business partners.   major duties and responsibilities responsible for validation activiti","['charlotte', ' nc', ' usa']",0,charlotte,nc, usa,Data Analyst,,intern,
 senior data analyst , ledgent technology ,senior data analystduties:remote work**work with various stakeholders and customers to identify reporting and data requirements for the assigned customer;deliver timely reports and data extracts to customers on an ongoing basis;develop new reports and data extracts and perform enhancements and fix defects for existing reports and data extracts;work in either a kanban or scrum agile development framework;develop strong working partnership with client service managers and collaborate with them to ,"['remote or bowie', ' md', ' usa']",1,bowie,md, usa,Data Analyst,,manager,agile
 data analyst with mdm , spiceorb ,"hello, this is tejal from spiceorb. spiceorb is looking for data analyst (with mdm) to work for contract positions in 100% remote model. if you are interested and a good fit for the position, then please email me an updated copy of your resume, dl copy and visa copy along with the required details to . we intend to close this position by next week. role: data analyst (with master data management understanding)  job responsibilities: document data definition and mapping based on sme and ds team g",['remote'],1,,,,Data Analyst,contract,nan,
 data analyst , techtrueup ,"responsibilities: collaborate across multiple teams to understand business needs, analyze complex data, and integrate data with other enterprise data assets • become the subject matter expert in the data and be able to articulate how it benefits business stakeholders • work with business units to document the requirements for enterprise base & semantic layer • identify and build source to target mapping for data attributes.work with management team in estimating level of effort and timelines • n","['philadelphia', ' pa', ' usa']",0,philadelphia,pa, usa,Data Analyst,,nan,
 data analyst , strategic systems inc ,"responsibilities work with various business and technical people to understand the systems, data sources, business goals, technical goals, timelines, and financial impacts of multiple data conversion projects.perform deep analysis of the data in source and target systems in order to document detailed data mapping requirements. this will involve analyzing data quality, data availability, and defining data transformations.utilize etl tools such as informatica or other similar tools to perform data","['englewood', ' co', ' usa']",0,englewood,co, usa,Data Analyst,,nan,etl
 data analyst , technitia ,"description: around 6 to 7 years of experience in demonstrating technical client service in the data analysis space. strong mathematical skills to help collect, measure, organize and analyze data. technical proficiency regarding database design development, data models, techniques for data mining, and segmentation. proficiency in programming/scripting languages including sql / no sql 2 to 3  years of strong experience in working with aws native services will be an added advantage proven analysis","['dallas', ' tx', ' usa']",0,dallas,tx, usa,Data Analyst,,nan,"sql,aws,data analysis"
 data analyst , clearbridge technology group ,"our client, a telecommunications company, located in greenwood village, co, is currently in need of 2 data analysts in greenwood village, co for 18-month contract with a good chance of extension and potential of conversion to full-time. the data analyst will join a team of 20 broken out into 3 different teams responsible for collecting and manipulating amounts of data and interacting with cross-functional teams. tech stack is sql, pyspark / python, spark, imply, aws, and druid. this role focuses","['denver', ' co', ' usa']",0,denver,co, usa,Data Analyst,"full time,contract",nan,"python,sql,spark,aws"
 data analyst , simplified it solutions inc ,"job description • analyze and translate business requirements into technology solutions • perform data analysis by creating and executing complex queries, interpreting results, and communicating findings to technical and non-technical audiences • create and manage visualizations and analytics reports that turn data into knowledge • develop power bi reports, dashboards and other bi solutions • partner with leadership and subject matter experts to determine project requirements • create and mainta","['jersey city', ' nj', ' usa']",0,jersey city,nj, usa,Data Analyst,,leader,"power bi,data analysis"
 senior data analyst , cynet systems ,"we are looking for senior data analyst for our client in santa anna, ca job title: senior data analyst job location: santa anna, ca job type: contract job description:the business transformation group works to take strategy into deliverable action to delight internal and external customers of solidigm’s global operations organization.solidago is looking for a highly organized and independently motivated data analyst to support our global operations.the ideal candidate has experience with complex","['santa ana', ' ca', ' usa']",0,santa ana,ca, usa,Data Analyst,contract,intern,
 data analyst , the kable group ,"summary the data analyst-understands and visualizes, reports and data. manages resources and identification of strategic initiatives by providing teams and individual stakeholders with insights based on data to support decision making efforts. it involves working collaboratively across  departments, vendors, and customers to support a high-quality customer service model. duties  work with a variety of data sources to extract knowledge and actionable information from key datasetsability to transl","['blue ash', ' oh', ' usa']",0,blue ash,oh, usa,Data Analyst,,nan,
 data analyst , consultusa ,"our client has an immediate need for a data analyst. requirements: bachelor’s degree in accounting or related fieldan advanced degree in a financial discipline is a plus2-4 years of financial and/or accounting experienceexperience applying accounting and mathematical principles to workexperience with excel and data manipulation skillsexperience with pivot tables, vlookups, and complex formulasadditional responsibilities: ability to update presentations independently and at a rapid paceability to","['johnston', ' ri', ' usa']",0,johnston,ri, usa,Data Analyst,,nan,excel
 data analyst , the talent advantage group ,"#1525 data analyst job description the data analyst takes a lead role in supporting key and strategic decision making by providing detailed data/metrics reporting, analysis, and insights as well as financial and operational modeling in a rapidly growing business. this person has an abundant amount of curiosity, is thirsty for data and has razor sharp problem solving, advanced querying and data analysis skills and experience to provide needed information to automate, streamline and improve overal","['southfield', ' mi', ' usa']",0,southfield,mi, usa,Data Analyst,,nan,data analysis
 data analyst - property & casualty (insurance) , xduce ,"job title: fte - data & analytics specialist iv  location: new york, ny [remote with an intent to return to office] {hybrid} duration: full time  job description : we are seeking a highly capable data analyst to enhance the accuracy and integrity of our organization's data. develop good relationships with users across the organization and interact with them to resolve any data quality issues exhibit extensive knowledge of data analysis techniques and experience in a similar role. turn data into ",['remote'],1,,,,Data Analyst,full time,specialist,data analysis
 data analyst (banking experience ) , exatech inc ,hi  this is  joseph  from exatech  inc.  i have an immediate requirement mentioned below. please review and let me know your interest at earliest. job role: data analyst (banking experience )  location: sfo ca or ny ( hybrid model )  contract position here is the data analyst requirement .candidate need to be ready to move to sfo or ny within a month 5-6 yrs banking experience 8 yrs extensive da background strong sql skills mdm preferred   joseph i talent acquisition recruiter  phone 513 6443 98,"['san francisco', ' ca', ' usa']",0,san francisco,ca, usa,Data Analyst,contract,nan,sql
 sr. information data analyst ," anr consulting group, inc. ","job description :   title :            sr. information data analyst  duration :    12 months plus extensions location :     dallas, tx  duties and requirements : principal duties and responsibilities:  work closely with business units to collect, classify, and document business meta-data (business use cases)  operationally define business glossary of terms  identify data location / lineage information  document data business ownership  tag data with security meta-data  identify data quality expe","['dallas', ' tx', ' usa']",0,dallas,tx, usa,Data Analyst,12 months,senior,
 data analyst ," meridian technologies, inc. ","data analyst brentwood, tn (can be remote) 3-month w2 contract   manage ad hoc reporting with the ability to prioritize based on scope and time to completeability to intake work from multiple customers and turn around quicklyalteryx experience is required.  platforms  adp •  icims •  success factors/sap •  tableau •  alteryx","['brentwood', ' tn', ' usa']",0,brentwood,tn, usa,Data Analyst,contract,nan,tableau
 data analyst - remote , cliecon solutions ,"cliecon solutions inc, (head quartered in central nj ) is one of the fastest growing and a leading consulting and management firm with 12 years of experience in staff augmentation. we handle complete recruiting cycle for fortune 500 clients, major implementing partners  and tier -1 vendors. we specialized in recruiting for application development, big data, databases, infrastructure, cloud, mobile and erp based solutions projects.job title : data analyst  location : remote  duration : long term ",['remote'],1,,,,Data Analyst,long term,nan,
 senior healthcare data analyst , cygnus professionals ,they will favor candidates who have experience working with healthcare data. the interview process will be 2 steps and contract is initially for 12 months. this is a fully remote.   work with various stakeholders and customers to identify reporting and data requirements for the assigned customer; deliver timely reports and data extracts to customers on an ongoing basis; develop new reports and data extracts and perform enhancements and fix defects for existing reports and data extracts; work in ,['remote'],1,,,,Data Analyst,"contract,12 months",nan,
 business strategy / data analyst , randstad technologies ,"job summary:  summary: the business strategy / data analyst is part of the global technology chief operating office (coo) team that drives consistent, end-to-end unified business processes across global technology including workforce management, work distribution, issues management, risk governance and controls, identify & access management oversight, independent review of horizontal operations exams and business resiliency and disaster recovery. the organization is also responsible for the mana","['charlotte', ' nc', ' usa']",0,charlotte,nc, usa,Data Analyst,,nan,
 data analyst , 804 technology ,"804 technology is currently looking for a data analyst for a long term contract opportunity immediately available and located in alpharetta ga.  the data analyst researches, analyzes, consolidates and interprets data using statistical and data analytics methods to create information on business-relevant topics, e.g. market environment, operational process and equipment performance etc, as well as acquires data from primary or secondary data sources and maintain databases/data systems. the full j","['alpharetta', ' ga', ' usa']",0,alpharetta,ga, usa,Data Analyst,"contract,long term",nan,
 senior data analyst , eclaro ,"job description: data modeling, data profiling, data analytics  a data analyst collects data about an organization's operations to improve its systems and processes. their primary duties include  perform analysis and turn data into information, information into insight and insight into business decisions, conducting full lifecycle analysis to include requirements, activities and design. data analysts will develop analysis and reporting capabilities. they will monitor performance and quality cont","['richardson', ' tx', ' usa']",0,richardson,tx, usa,Data Analyst,,nan,data modeling
 data analyst - remote , apton inc ,"immediate hiring for ""data analyst"" @ remote job tile: data analyst work location : remote duration : long term contact work type: w2 top skills: data analyst with stong sql scripting, data mapping and ideally insurance claims exp, pnc huge plus!   thanks & regards apton inc",['remote'],1,,,,Data Analyst,long term,nan,sql
 senior/lead data analyst , experis ,"experis - a manpower company is engaged with one of the trade marketing industries. we are looking to help our client to identify lead data analyst. our client is based out of foster city, california (100% remote direct hire role). great company to work with and exciting opportunity to grow both technical and leadership skills. assignment details:  title: lead data analyst  client location: foster city, california (100% remote role)  duration: full time permanent role job category  as a key memb",['remote'],1,,,,Data Analyst,full time,leader,
 data analyst , dahl consulting ,"are you eager to join an entrepreneurial team looking to revolutionize the banking industry with technology and business-friendly solutions? then we have the role for you! dahl consulting is currently partnering with a global company in the food industry. we work one-on-one with great candidates to help connect them with local employment opportunities. this company is hiring a data analyst with background in derivatives, working on a project dealing with testing, risk reviews, reporting, and sur","['hopkins', ' mn', ' usa']",0,hopkins,mn, usa,Data Analyst,,nan,
 guidewire policy data analyst , cynet systems ,"we are looking for guidewire policy data analyst for our client in san antonio, tx job title: guidewire policy data analyst job location: san antonio, tx job type: contract job description:a guidewire data analyst is expected to carry out the following:proven experience into requirement elicitation, participating in workshops, preparation of design documents, software configuration i.e. to create, tag & merge branches.expertise to build and deliver applications to various environments, i.e. prep","['san antonio', ' tx', ' usa']",0,san antonio,tx, usa,Data Analyst,contract,nan,
 security data analyst , experis ,"security data analyst - charlotte, nc, des moines, ia or chandler, az only this group is part of information cyber security and support internet content filtering. basically, they block you from going to websites that can create viruses. right now they are part of a massive audit and need a strong data analyst to help build out a process repository for audit related material. what are the day to day responsibilities? reviewing technical pulls from proxy configurations capturing evidence from var","['charlotte', ' nc', ' usa']",0,charlotte,nc, usa,Data Analyst,,intern,
 sr. data analyst , randstad technologies ,"job summary:  are you looking to join a company that is growing and has a great team oriented environment?  how about a position that utlilizes the latest technology and loves to promote from within! we are growing rapidly and looking for team oriented profressionals that are passionate about technology.  if this sounds like you please apply and let's talk!     location: irving, texas  job type: permanent  salary: $125,000 - 140,000  per year  work hours: 8am to 5pm  education: bachelors     res","['irving', ' tx', ' usa']",0,irving,tx, usa,Data Analyst,,nan,
 data analyst/report writer ," luna data solutions, inc. ","data analyst/report writer  we have an exciting opportunity for an experienced data analyst/report writer in support of a great organization located in austin, tx. this is an information technology (it) support role that will administer the pmo project portfolio management system of record, planview ppmpro. planview ppm software is a project portfolio management application which is configured for the client to offer gantt charts, schedule views, project status, lifecycle management, time tracki","['austin', ' tx', ' usa']",0,austin,tx, usa,Data Analyst,,nan,
 business system data analyst ," ebusiness solutions, inc. ","one of our clients is seeking a motivated, experienced, and highly-skilled business systems data analyst to help analyze,profile, map and migrate data between systems. in this role, you will examine existing and new systems to create data mapping in collaboration with the technical implementation team. client location: columbus, ohio fully remote long-term contract (w2 only) project responsibilities: work with end users and understand the existing system's data elements.create data mapping from ",['remote'],1,,,,Data Analyst,"contract,long term",nan,
 data analyst (100% remote) , zaspar technologies ,"job title: data analyst l3  location: remote  duration: 12+ months (extendable contract) job description:  • few of these: tableau, microstrategy, splunk, grafana, or powerbi. • data science skills (algorithms, programming languages, patterns). • advanced sql skills and intermediate to advanced scripting skills is a plus. • experience writing and maintaining etls that operate on a variety of structured and unstructured sources is a plus. • experience doing data analytics for a high volume, fault",['remote'],1,,,,Data Analyst,contract,nan,"sql,tableau,etl"
 data analyst , y & l consulting inc. ,"contract duration: 6 months + work site: south austin, tx (working remotely is accepted in accordance with this client's policies. if the resource is in the austin area, current requirement is to be in the office a minimum of once a week.)   description: compile data from hard or soft copies of contracts and accurately input data into defined tool.ability to determine when data does not meet basic requirements or model for cleansing.ability to escalate to supervisor when data does not meet basic","['austin', ' tx', ' usa']",0,austin,tx, usa,Data Analyst,contract,nan,
 sr. data analyst - hybrid , crg corporation. ,"sr. data analyst  location: greensboro, nc duration: 6+ months the data analyst has the responsibility to seek out requested data from various sources within the enterprise. in this role, this candidate will be responsible for enabling the client to maximize their leverage of enterprise information assets by ensuring their accessibility, timeliness, trustworthiness, and security. this candidate will use their skills to analyze and prepare data to help the business in decision-making and problem-","['greensboro', ' nc', ' usa']",0,greensboro,nc, usa,Data Analyst,,senior,
 data analyst with powerbi-washington dc-full time , visionary innovative technology solutions ,"title of position: data analyst with power bi location: washington, d.c duration: full time job description: looking for a data analyst (with good understanding of data & reports on power-bi), who can be bridge between business and power-bi developers.need to have strong data and analytics.translate business needs to technical specificationsdesign, build and deploy bi solutionsmaintain and support data analytics platformscreate tools to store dataconduct unit testing and troubleshootingevaluate ","['washington', ' dc', ' usa']",0,washington,dc, usa,Data Analyst,full time,nan,power bi
 data analyst - entry level , tech projects ,"greetings!   techprojects has below urgent requirement with one of our clients.   job title: data analyst - entry level duration: 12 months plus location: south carolina   data analyst job duties: what you are going to learn on job: note: there will be 4 weeks training on job data analysis with power hq( ncr’s product ). concepts around (sql server, ssis/ssrs).data models, database design development, data mining and segmentation techniques.knowledge of sql , experience to pull the data from sql","['charleston', ' sc', ' usa']",0,charleston,sc, usa,Data Analyst,12 months,senior,"sql,data analysis"
 data analyst  sap , rishabh software pvt. ltd ,"title: data analyst sap location: foster city, ca or remote if local from cali or who can relocate or who can travel every week if out of california duration: 12+ months pharma or manufacturing industry experience required this master data analyst/data steward will be accountable for managing end to end plm master data, improving business processes, and liaising with stakeholders to lead planning and execution of master data activities within applicable plm processes and projects. he or she will","['remote or foster city', ' ca', ' usa']",1,foster city,ca, usa,Data Analyst,,nan,
 e-commerce data analyst , walkwater technologies ,"role: e-commerce data analyst location – onsite in houston, tx duration: 6+ months rate – we can pay corp to corp   main skills – excel, box, quip, web crawling, data extraction, data management, apis, project management, ecommerce project management, international ecommerce, telco ecommerce    job description:  collect, structure, and manage product content and data for ecommerce and web data collection projects. extract content and data from different data sources and format in excel. work wit","['houston', ' tx', ' usa']",0,houston,tx, usa,Data Analyst,,intern,excel
 data analyst - sr , signature consultants ,"job summary:  signature consultants is seeking a sr. data analyst for an opportunity with a client located in plano, tx. responsibilities: analysis of this companies complex set of legacy data assets and business processes analyze all old legacy systems (device related systems that track the workflow) and then map/migrate legacy to newer systems find old connections/document to understand business functionality drive an understanding and adherence to the principles of data quality management inc","['plano', ' tx', ' usa']",0,plano,tx, usa,Data Analyst,,senior,
